uniprot_id,protein_name,n_entries,n_assigned,n_dropped,n_pockets,pocket_sizes
Q9Y5Y6,Suppressor of tumorigenicity 14,8,8.0,0.0,1,[8]
Q9Y5P4,LIPID-TRANSFER PROTEIN CERT,10,10.0,0.0,1,[10]
Q9Y5N5,HemK methyltransferase family member 2,1,,,1,[1]
Q9Y5K6,CD2-associated protein,1,,,1,[1]
Q9Y5K2,Kallikrein-4,2,2.0,0.0,1,[2]
Q9Y5A9,YTH domain-containing family protein 2,1,,,1,[1]
Q9Y3Q4,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,2,2.0,0.0,1,[2]
Q9Y3Q0,Glutamate carboxypeptidase III,2,2.0,0.0,1,[2]
Q9Y337,Kallikrein-5,1,,,1,[1]
Q9Y2T3,GUANINE DEAMINASE,1,,,1,[1]
Q9Y2R2,Tyrosine-protein phosphatase non-receptor type 22,1,,,1,[1]
Q9Y2N7,Hypoxia-inducible factor 3-alpha,1,,,1,[1]
Q9Y233,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",42,42.0,0.0,1,[42]
Q9Y223,BIFUNCTIONAL UDP-N-ACETYLGLUCOSAMINE 2-EPIMERASE/N-ACETYLMANNOSAMINE KINASE,2,2.0,0.0,1,[2]
Q9XZT6,DEOXYRIBONUCLEOSIDE KINASE,1,,,1,[1]
Q9XEI3,beta-D-glucan exohydrolase isoenzyme ExoI,3,3.0,0.0,1,[3]
Q9XAM6,PcaV transcriptional regulator,1,,,1,[1]
Q9X6J6,TRP RNA-BINDING ATTENUATION PROTEIN,1,,,1,[1]
Q9X1T1,phosphodiesterase TM1595,2,2.0,0.0,1,[2]
Q9X0V0,ABC transporter substrate-binding protein,1,,,1,[1]
Q9X0C6,Imidazole glycerol phosphate synthase subunit HisF,1,,,1,[1]
Q9WZY5,Type III pantothenate kinase,1,,,1,[1]
Q9WZC2,Spermidine synthase,1,,,1,[1]
Q9WYW0,NAD-dependent deacetylase,1,,,1,[1]
Q9WYV0,UvrABC system protein A,1,,,1,[1]
Q9WYE2,"Alpha-L-fucosidase, putative",5,5.0,0.0,1,[5]
Q9WXN1,LAMINARINASE 16A,1,,,1,[1]
Q9WVQ1,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2",1,,,1,[1]
Q9WVG6,Histone-arginine methyltransferase CARM1,6,6.0,0.0,1,[6]
Q9WUL7,ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 3,1,,,1,[1]
Q9Y5S2,Serine/threonine-protein kinase MRCK beta,2,2.0,0.0,1,[2]
Q9Y5Z0,BETA-SECRETASE 2,3,3.0,0.0,1,[3]
Q9P4R8,galectin-2,1,,,1,[1]
Q9Y657,Spindlin-1,8,8.0,0.0,1,[8]
W8FRA6,Agropine permease,3,3.0,0.0,1,[3]
W4I9J7,Pf-M17,1,,,1,[1]
V8BWT1,Anhydrosialidase,1,,,1,[1]
V5YAB1,Protease PR5-DRV,2,2.0,0.0,1,[2]
V5IRV5,hemagglutinin,1,,,1,[1]
V5HCK7,Putative cathepsin d,1,,,1,[1]
U6NCW5,DNA polymerase III subunit beta,1,,,1,[1]
U6AVY0,Cell division protein FtsI [Peptidoglycan synthetase],1,,,1,[1]
U5XBU0,NEURAMINIDASE,2,2.0,0.0,1,[2]
U5MRH9,Autoinducer 2-binding protein LsrB,1,,,1,[1]
U3KMH2,Transcription initiation factor TFIID subunit,2,2.0,0.0,1,[2]
S8G8I1,Prolyl-tRNA synthetase (ProRS),4,4.0,0.0,1,[4]
S6B291,cetuximab Fab heavy chain,4,4.0,0.0,1,[4]
S5LVN3,Beta-lactamase,1,,,1,[1]
S4UY05,HCV NS3/4A protease,2,2.0,0.0,1,[2]
S3MDF0,Tv2483,1,,,1,[1]
R4NN21,Hemagglutinin HA1 chain,1,,,1,[1]
R4NFR6,Neuraminidase,3,3.0,0.0,1,[3]
Q9ZMY2,MTA/SAH nucleosidase,10,10.0,0.0,1,[10]
Q9Z4X2,Putative transcriptional regulator,1,,,1,[1]
Q9Z4P9,"ALPHA-1,6-MANNANASE",3,3.0,0.0,1,[3]
Q9Z2X8,KELCH-LIKE ECH-ASSOCIATED PROTEIN 1,5,5.0,0.0,1,[5]
Q9Z1N2,Origin recognition complex subunit 1,1,,,1,[1]
Q9Z0Y9,Oxysterols receptor LXR-alpha,1,,,1,[1]
Q9YFY3,Probable threonine--tRNA ligase 2,1,,,1,[1]
Q9Y823,"Homocitrate synthase, mitochondrial",1,,,1,[1]
Q9Y6M4,Casein kinase I isoform gamma-3,4,4.0,0.0,1,[4]
Q9Y6F1,Poly(ADP-ribose) polymerase 3,5,5.0,0.0,1,[5]
Q9Y6E0,Serine/threonine-protein kinase 24,13,13.0,0.0,1,[13]
Q9WUL6,NF-kappa-beta-inducing kinase,5,5.0,0.0,1,[5]
Q9WFL7,HIV-1 protease,1,,,1,[1]
Q9W9R3,Protease,1,,,1,[1]
Q9VWX8,FI18190p1,1,,,1,[1]
Q9TVW2,ADENOSINE KINASE,1,,,1,[1]
Q9T0I8,5'-methylthioadenosine nucleosidase,1,,,1,[1]
Q9SZU7,"Hydrolase, alpha/beta fold family protein",1,,,1,[1]
Q9SRM4,PHD finger protein ALFIN-LIKE 2,2,2.0,0.0,1,[2]
Q9SPP9,RAUCAFFRICINE-O-BETA-D-GLUCOSIDASE,1,,,1,[1]
Q9S7S8,LIMIT DEXTRINASE,1,,,1,[1]
Q9RZM4,Poly ADP-ribose glycohydrolase,3,3.0,0.0,1,[3]
Q9RVD6,tryptophanyl-tRNA synthetase,1,,,1,[1]
Q9RUB5,1-deoxy-D-xylulose-5-phosphate synthase,1,,,1,[1]
Q9RS96,DR2231,2,2.0,0.0,1,[2]
Q9RMI1,Beta-lactamase,1,,,1,[1]
Q9RL81,Phosphorylated protein phosphatase,1,,,1,[1]
Q9RHZ6,MALTOSE-BINDING PROTEIN,1,,,1,[1]
Q9RHV9,Lysyl-tRNA synthetase,2,2.0,0.0,1,[2]
Q9RCF6,"Ferric vibriobactin ABC transporter, periplasmic ferric vibriobactin-binding protein",1,,,1,[1]
Q9RBQ1,Beta-lactamase,2,2.0,0.0,1,[2]
Q9RA63,Chaperone protein ClpB,2,2.0,0.0,1,[2]
Q9R4E4,3-phosphoshikimate 1-carboxyvinyltransferase,2,2.0,0.0,1,[2]
Q9R1M7,Glutamate [NMDA] receptor subunit 3A,2,2.0,0.0,1,[2]
Q9R1E6,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,7,7.0,0.0,1,[7]
Q9R0G6,Cartilage Oligomerization matrix protein (coiled-coil domain),3,3.0,0.0,1,[3]
Q9QZL0,Receptor-interacting serine/threonine-protein kinase 3,1,,,1,[1]
Q9QZH4,5'-AMP-activated protein kinase subunit beta-2,1,,,1,[1]
Q9QZ85,interferon-inducible GTPase,2,2.0,0.0,1,[2]
Q9QYJ6,Phosphodiesterase-10A,12,12.0,0.0,1,[12]
Q9QM22,Protease,2,2.0,0.0,1,[2]
Q9Q6P4,Non-structural protein 5,1,,,1,[1]
Q9Q288,ASPARTYLPROTEASE,1,,,1,[1]
Q9PTT3,Transthyretin,3,3.0,0.0,1,[3]
Q9U8X2,Serine acetyltransferase,1,,,1,[1]
Q9U9J6,Pheromone-binding protein ASP1,3,2.0,1.0,1,[2]
Q9UBL3,"Set1/Ash2 histone methyltransferase complex subunit ASH2,Set1/Ash2 histone methyltransferase complex subunit ASH2",1,,,1,[1]
Q9UKM7,"ALPHA1,2-MANNOSIDASE",1,,,1,[1]
Q9VRQ9,CG32412,2,2.0,0.0,1,[2]
Q9VQ91,GH18329p,2,2.0,0.0,1,[2]
Q9VG78,"Protein partner of snf, isoform A",1,,,1,[1]
Q9UZ14,Threonyl-tRNA synthetase,2,2.0,0.0,1,[2]
Q9UUB1,"6,7-Dimethyl-8-ribityllumazine Synthase",1,,,1,[1]
Q9UR08,Aristolochene synthase,1,,,1,[1]
Q9UNE7,E3 ubiquitin-protein ligase CHIP,2,2.0,0.0,1,[2]
Q9UNA0,protein ADAMTS-5,5,5.0,0.0,1,[5]
Q9UN19,DUAL ADAPTOR OF PHOSPHOTYROSINE AND 3-PHOSPHOINOSITIDES,1,,,1,[1]
Q9UM73,ALK TYROSINE KINASE RECEPTOR,29,29.0,0.0,1,[29]
Q9UM07,Protein-arginine deiminase type-4,2,2.0,0.0,1,[2]
Q9ULX7,Carbonic anhydrase 14,1,,,1,[1]
Q9UL51,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,1,,,1,[1]
Q9UKK9,ADP-sugar pyrophosphatase,1,,,1,[1]
Q9UBN7,Histone deacetylase 6,2,2.0,0.0,1,[2]
Q9UKF6,Cleavage and polyadenylation specificity factor subunit 3,1,,,1,[1]
Q9UKE5,TRAF2 and NCK-interacting protein kinase,1,,,1,[1]
Q9UJ71,LANGERIN,1,,,1,[1]
Q9UIF9,Bromodomain adjacent to zinc finger domain protein 2A,2,2.0,0.0,1,[2]
Q9UIF8,Bromodomain adjacent to zinc finger domain protein 2B,4,4.0,0.0,1,[4]
Q9UHI8,A disintegrin and metalloproteinase with thrombospondin motifs 1,2,2.0,0.0,1,[2]
Q9UHD2,Serine/threonine-protein kinase TBK1,1,,,1,[1]
Q9UGN5,Poly [ADP-ribose] polymerase 2,4,4.0,0.0,1,[4]
Q9UGM1,Neuronal acetylcholine receptor subunit alpha-9,1,,,1,[1]
Q9UGL1,LYSINE-SPECIFIC DEMETHYLASE 5B,9,9.0,0.0,1,[9]
Q9UG22,GTPASE IMAP FAMILY MEMBER 2,1,,,1,[1]
Q9UDY8,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,1,,,1,[1]
Q9UBU9,NUCLEAR RNA EXPORT FACTOR,1,,,1,[1]
Q99814,Endothelial PAS domain-containing protein 1,5,5.0,0.0,1,[5]
Q99685,MONOGLYCERIDE LIPASE,3,3.0,0.0,1,[3]
Q99683,Mitogen-activated protein kinase kinase kinase 5,9,9.0,0.0,1,[9]
Q86PD7,"CG5976, isoform B",2,2.0,0.0,1,[2]
Q84MC7,Abscisic acid receptor PYL9,1,,,1,[1]
Q839Z1,DNA gyrase subunit B,2,2.0,0.0,1,[2]
Q83883,Genome polyprotein,7,7.0,0.0,1,[7]
Q837S0,"Amino acid ABC transporter, amino acid-binding/permease protein",1,,,1,[1]
Q836J0,GLUTAMATE RACEMASE,1,,,1,[1]
Q820T1,3-oxoacyl-[acyl-carrier-protein] synthase 3,1,,,1,[1]
Q81VW8,Dihydropteroate synthase,5,5.0,0.0,1,[5]
Q81R22,Dihydrofolate reductase,6,6.0,0.0,1,[6]
Q819U0,Peptide deformylase 1,1,,,1,[1]
Q7ZWC3,Nudix (Nucleoside diphosphate linked moiety X)-type motif 1,1,,,1,[1]
Q7ZUW7,Protein Mdm4,1,,,1,[1]
Q7ZCR0,Protease,3,3.0,0.0,1,[3]
Q7ZCI0,Protease,3,3.0,0.0,1,[3]
Q7WT50,LYSR-TYPE REGULATORY PROTEIN,1,,,1,[1]
Q7W019,protein Bug27,1,,,1,[1]
Q7VXB1,Putative exported protein,1,,,1,[1]
Q7VL18,Putative ABC transporter periplasmic binding protein,2,2.0,0.0,1,[2]
Q7TS98,Ig kappa-chain,1,,,1,[1]
Q7SSI0,Protease,6,6.0,0.0,1,[6]
Q7SPG9,Gag-Pol polyprotein,1,,,1,[1]
Q7SIE4,AMINOACYL-TRNA SYNTHETASE,1,,,1,[1]
Q7SID3,Cobalt-containing nitrile hydratase subunit beta,3,3.0,0.0,1,[3]
Q7PXT9,"Odorant binding protein, antennal",1,,,1,[1]
Q7PNF2,D7r4 protein,1,,,1,[1]
Q7LYW4,archaeal transcriptional regulator TrmB,1,,,1,[1]
Q7KRY7,Protein lap4,1,,,1,[1]
Q7DDU0,POLYSIALIC ACID CAPSULE BIOSYNTHESIS PROTEIN SIAC,1,,,1,[1]
Q7DB61,L0044,1,,,1,[1]
Q7DAU8,Betaine ABC transporter permease and substrate binding protein,1,,,1,[1]
Q86C09,Farnesyl pyrophosphate synthase,6,6.0,0.0,1,[6]
Q86PT9,Biogenic amine-binding protein,1,,,1,[1]
Q8I6V3,Plasmepsin II,5,5.0,0.0,1,[5]
Q86U44,METTL3,1,,,1,[1]
Q8I4V8,FK506-binding protein (FKBP)-type peptidyl-propyl isomerase,1,,,1,[1]
Q8I3X4,Uridine phosphorylase putative,3,3.0,0.0,1,[3]
Q8I0P1,Spastin,6,6.0,0.0,1,[6]
Q8H1R0,Abscisic acid receptor PYL10,1,,,1,[1]
Q8GKX2,Class B metallo-beta-lactamase,3,3.0,0.0,1,[3]
Q8GAV3,ECXB,1,,,1,[1]
Q8E378,Peptide deformylase,8,8.0,0.0,1,[8]
Q8DRB3,Isoprenyl transferase,2,2.0,0.0,1,[2]
Q8DQB5,Topoisomerase IV subunit B,1,,,1,[1]
Q8DQ18,BIFUNCTIONAL PROTEIN GLMU,1,,,1,[1]
Q8DP79,Peptide deformylase,7,7.0,0.0,1,[7]
Q8DNV6,"UDP-N-acetylmuramoylalanine-D-glutamyl-lysine-D-alanyl-D-alanine ligase, MurF protein",2,2.0,0.0,1,[2]
Q8BHN3,Neutral alpha-glucosidase AB,2,2.0,0.0,1,[2]
Q8BGV8,Mitochondrial dynamic protein MID51,1,,,1,[1]
Q8AAK6,BETA-MANNOSIDASE,5,5.0,0.0,1,[5]
Q8A3I4,ALPHA-L-FUCOSIDASE,11,11.0,0.0,1,[11]
Q8A325,"Alpha-1,2-mannosidase, putative",1,,,1,[1]
Q8A0Q6,"Putative alpha-1,2-mannosidase",1,,,1,[1]
Q89ZI2,GLUCOSAMINIDASE,15,15.0,0.0,1,[15]
Q89U61,Bradavidin 2,1,,,1,[1]
Q88PQ6,Fructose transport system repressor FruR,1,,,1,[1]
Q88NI1,Methyl-accepting chemotaxis protein McpU,1,,,1,[1]
Q88E10,METHYL-ACCEPTING CHEMOTAXIS TRANSDUCER,1,,,1,[1]
Q87GI4,VtrA Protein,1,,,1,[1]
Q873X9,CHITINASE,4,4.0,0.0,1,[4]
Q86X55,HISTONE-ARGININE METHYLTRANSFERASE CARM1,6,6.0,0.0,1,[6]
Q86WV6,Transmembrane protein 173,10,10.0,0.0,1,[10]
Q86W56,POLY(ADP-RIBOSE) GLYCOHYDROLASE,3,3.0,0.0,1,[3]
Q86U86,Protein polybromo-1,7,7.0,0.0,1,[7]
Q7D447,Deoxyfructosyl-amino Acid Transporter Periplasmic Binding Protein,2,2.0,0.0,1,[2]
Q7CX36,"ABC transporter, substrate binding protein (Amino acid)",4,4.0,0.0,1,[4]
Q7BJM5,Metallo-beta-lactamase,1,,,1,[1]
Q7B8V4,BoNT/A,1,,,1,[1]
Q6N446,Possible TctC subunit of the Tripartite Tricarboxylate Transport(TTT) Family,1,,,1,[1]
Q6N193,Uncharacterized protein family UPF0065:Tat pathway signal,2,2.0,0.0,1,[2]
Q6MLN6,EAL Enzyme Bd1971,1,,,1,[1]
Q6L8Q7,"2',5'-phosphodiesterase 12",1,,,1,[1]
Q6L545,Gibberellin receptor GID1,1,,,1,[1]
Q6IN85,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,1,,,1,[1]
P49356,protein farnesyltransferase beta subunit,5,5.0,0.0,1,[5]
Q6GI75,Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI,1,,,1,[1]
Q6G7I0,Pantothenate kinase,1,,,1,[1]
Q6EN42,ABA receptor RCAR3,1,,,1,[1]
Q6DRA1,ADC-7 beta-lactamase,5,5.0,0.0,1,[5]
Q6DPL2,Neuraminidase,2,2.0,0.0,1,[2]
Q6DN90,IQ motif and SEC7 domain-containing protein 1,1,,,1,[1]
Q6DHI5,"NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5, MITOCHONDRIAL",4,4.0,0.0,1,[4]
Q6DE08,SERINE/THREONINE-PROTEIN KINASE 12-A,6,6.0,0.0,1,[6]
Q6DDS9,X-ray repair cross-complementing protein 5,1,,,1,[1]
Q6BB74,protease,1,,,1,[1]
Q6B0I6,Lysine-specific demethylase 4D,1,,,1,[1]
Q6AXG6,Kank1 protein,1,,,1,[1]
Q67PY4,Putative sphingosine-1-phosphate lyase,1,,,1,[1]
Q672W7,peptide deformylase,1,,,1,[1]
Q67296,Polymerase basic protein 2,1,,,1,[1]
Q64823,Fiber protein,1,,,1,[1]
Q64610,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,4,4.0,0.0,1,[4]
Q64010,Adapter molecule crk,1,,,1,[1]
Q62986,ESTROGEN RECEPTOR BETA,2,2.0,0.0,1,[2]
Q62760,Mitochondrial import receptor subunit TOM20 homolog,1,,,1,[1]
Q62226,SONIC HEDGEHOG PROTEIN,1,,,1,[1]
Q60049,NADH OXIDASE,1,,,1,[1]
Q6N8W4,Putative branched-chain amino acid transport system substrate-binding protein,1,,,1,[1]
Q6ND88,Malonyl CoA synthetase,1,,,1,[1]
Q6NYC1,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,1,,,1,[1]
Q6ZMT1,SH3 and cysteine-rich domain-containing protein 2,1,,,1,[1]
Q7B8P6,CmeR,2,2.0,0.0,1,[2]
Q79MP6,IMP-1 METALLO BETA-LACTAMASE,2,2.0,0.0,1,[2]
Q786F3,"glycoprotein F1,measles virus fusion protein",1,,,1,[1]
Q77VV3,Protease,1,,,1,[1]
Q77DJ5,Minor nucleoprotein VP30,1,,,1,[1]
Q76HJ9,BauA,1,,,1,[1]
Q72MQ6,cGMP-specific phosphodiesterase,1,,,1,[1]
Q72I44,maltose/maltodextrin-binding protein,1,,,1,[1]
Q72GF3,Heat resistant RNA dependent ATPase,1,,,1,[1]
Q72498,Protease,2,2.0,0.0,1,[2]
Q71VM4,IMPORTIN SUBUNIT ALPHA-1A,1,,,1,[1]
Q71QF2,AGGLUTININ,1,,,1,[1]
Q70I53,Histone deacetylase-like amidohydrolase,7,7.0,0.0,1,[7]
Q6YMS4,Genome polyprotein,3,3.0,0.0,1,[3]
Q6P179,ENDOPLASMATIC RETICULUM AMINOPEPTIDASE 2,1,,,1,[1]
Q6XEC0,Beta-lactamase,1,,,1,[1]
Q6WVP6,Arginase,5,5.0,0.0,1,[5]
Q6TUJ5,Arginase,3,3.0,0.0,1,[3]
Q6ST21,N-acetyl-beta-D-glucosaminidase,1,,,1,[1]
Q6RYW5,Outer membrane protein omp38,1,,,1,[1]
Q6RHR9,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",1,,,1,[1]
Q6Q546,Ubiquitin-like modifier HUB1,1,,,1,[1]
Q6Q004,protease,1,,,1,[1]
Q6PL18,ATPASE FAMILY AAA DOMAIN-CONTAINING PROTEIN 2,8,8.0,0.0,1,[8]
Q6PKX2,Translation initiation factor 4E,1,,,1,[1]
Q6PFX9,Tankyrase-1,2,2.0,0.0,1,[2]
Q6P988,Palmitoleoyl-protein carboxylesterase NOTUM,2,2.0,0.0,1,[2]
Q6P6C2,RNA demethylase ALKBH5,1,,,1,[1]
Q8I4W8,MYOSIN A TAIL DOMAIN INTERACTING PROTEIN,5,5.0,0.0,1,[5]
Q8IB67,Histone acetyltransferase GCN5,1,,,1,[1]
Q99640,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,7,7.0,0.0,1,[7]
Q93J45,Dipeptidase,1,,,1,[1]
Q939R9,Peptide deformylase 3,1,,,1,[1]
Q93088,Betaine--homocysteine S-methyltransferase 1,1,,,1,[1]
Q92WC8,Putative ABC transporter amino acid-binding protein,2,2.0,0.0,1,[2]
Q92N37,PUTATIVE GLYCINE BETAINE-BINDING ABC TRANSPORTER PROTEIN,1,,,1,[1]
Q92918,Mitogen-activated protein kinase kinase kinase kinase 1,3,2.0,1.0,1,[2]
Q92905,COP9 signalosome complex subunit 5,3,3.0,0.0,1,[3]
Q92876,Kallikrein-6,11,11.0,0.0,1,[11]
Q92831,Histone acetyltransferase KAT2B,2,2.0,0.0,1,[2]
Q92830,Histone acetyltransferase KAT2A,2,2.0,0.0,1,[2]
Q92793,CREB-binding protein,31,31.0,0.0,1,[31]
Q92784,Zinc finger protein DPF3,1,,,1,[1]
Q92769,Histone deacetylase 2,6,6.0,0.0,1,[6]
Q92630,Dual specificity tyrosine-phosphorylation-regulated kinase 2,4,4.0,0.0,1,[4]
Q92547,DNA topoisomerase 2-binding protein 1,1,,,1,[1]
Q921A6,"monoclonal anti-cholera toxin IGG1 KAPPA antibody, H chain",1,,,1,[1]
Q920Q2,Chimeric protein of the Pol Kappa RIR helix and the Rev1 C-terminal domain,1,,,1,[1]
Q91VE3,Kallikrein-7,2,2.0,0.0,1,[2]
Q90K99,Pol polyprotein,10,10.0,0.0,1,[10]
Q90JJ9,PROTEASE RETROPEPSIN,3,3.0,0.0,1,[3]
Q90EB9,proteinase,1,,,1,[1]
Q90249,Basic phospholipase A2 homolog bothropstoxin-1,1,,,1,[1]
Q8ZNP4,Transferase,1,,,1,[1]
Q8ZKB0,Probable GTPase engC,1,,,1,[1]
Q8ZKA9,STM4351,1,,,1,[1]
Q8Y8D7,NAD kinase 1,2,2.0,0.0,1,[2]
Q8Y3Y7,Lmo2692 protein,1,,,1,[1]
Q8WYB5,Histone acetyltransferase KAT6B,2,2.0,0.0,1,[2]
Q8WXF7,Atlastin-1,1,,,1,[1]
Q8WWA0,Intelectin-1,1,,,1,[1]
Q93EK7,GLYCOSYL TRANSFERASE,1,,,1,[1]
Q944H0,Phosphomethylethanolamine N-methyltransferase 2,1,,,1,[1]
Q8IDJ8,Lysine--tRNA ligase,3,3.0,0.0,1,[3]
Q95460,Major histocompatibility complex class I-related gene protein,1,,,1,[1]
Q99619,SPRY domain-containing SOCS box protein 2,3,3.0,0.0,1,[3]
Q99558,Mitogen-activated protein kinase kinase kinase 14,1,,,1,[1]
Q99549,M-phase phosphoprotein 8,2,2.0,0.0,1,[2]
Q99538,Legumain,1,,,1,[1]
Q98GN8,Cyclic nucleotide-gated potassium channel mll3241,1,,,1,[1]
Q980A5,Translation initiation factor 2 subunit gamma,3,3.0,0.0,1,[3]
Q973T5,FATTY ACID-BINDING PROTEIN,1,,,1,[1]
Q970S6,Putative uncharacterized protein ST1526,1,,,1,[1]
Q96T88,E3 ubiquitin-protein ligase UHRF1,8,7.0,1.0,1,[7]
Q96T60,BIFUNCTIONAL POLYNUCLEOTIDE PHOSPHATASE/KINASE,1,,,1,[1]
Q96SB4,SRPK1,3,3.0,0.0,1,[3]
Q96RT1,PDZ-Fibronectin fusion protein,1,,,1,[1]
Q96RR4,Calcium/calmodulin-dependent protein kinase kinase 2,2,2.0,0.0,1,[2]
Q96PN6,Adenylate cyclase type 10,4,4.0,0.0,1,[4]
Q96LA8,Protein arginine N-methyltransferase 6,1,,,1,[1]
Q96KS0,Egl nine homolog 2,1,,,1,[1]
Q96KQ7,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",7,7.0,0.0,1,[7]
Q96IY4,Carboxypeptidase B2,1,,,1,[1]
Q96I25,Splicing factor 45,2,2.0,0.0,1,[2]
Q96GG9,DCN1-like protein 1,3,3.0,0.0,1,[3]
Q96ES7,SAGA-associated factor 29 homolog,3,3.0,0.0,1,[3]
Q96EP0,E3 ubiquitin-protein ligase RNF31,1,,,1,[1]
Q96CA5,Baculoviral IAP repeat-containing protein 7,5,5.0,0.0,1,[5]
Q96C86,Scavenger mRNA-decapping enzyme DcpS,3,3.0,0.0,1,[3]
Q96B97,SH3-DOMAIN KINASE BINDING PROTEIN 1,1,,,1,[1]
Q96554,Carbonic anhydrase,1,,,1,[1]
Q95XC8,Protein HTP-2,1,,,1,[1]
Q95WL3,Farnesyl pyrophosphate synthase,3,3.0,0.0,1,[3]
Q95NY5,D7 protein,2,2.0,0.0,1,[2]
Q8WUM4,Programmed cell death 6-interacting protein,1,,,1,[1]
Q8WUI4,Histone deacetylase 7a,3,3.0,0.0,1,[3]
Q8WTX7,GATS-like protein 3,2,2.0,0.0,1,[2]
Q8WQX9,CLASS 1 PHOSPHODIESTERASE PDEB1,9,9.0,0.0,1,[9]
Q8N543,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,1,,,1,[1]
Q8N3R9,MAGUK P55 SUBFAMILY MEMBER 5,1,,,1,[1]
Q8N1Q1,Carbonic anhydrase 13,10,10.0,0.0,1,[10]
Q8MTC1,pheromone binding protein,2,2.0,0.0,1,[2]
Q8LPB4,Phytosulfokine receptor 1,1,,,1,[1]
Q8KRS7,Albicidin resistance protein,3,3.0,0.0,1,[3]
Q8KNP3,FtsZ/tubulin-related protein,1,,,1,[1]
Q8KLP4,Repressor,1,,,1,[1]
Q8KLK7,DpgC,1,,,1,[1]
Q8KKW2,rhizavidin,1,,,1,[1]
Q8KFZ1,CTR107 protein,1,,,1,[1]
Q8K4V4,Sorting nexin-27,4,4.0,0.0,1,[4]
Q8JUX6,Non-structural protein 3,1,,,1,[1]
Q8J0K6,"Cellulose 1,4-beta-cellobiosidase",1,,,1,[1]
Q8IZX4,Transcription initiation factor TFIID subunit 1-like,1,,,1,[1]
Q8IYT8,Serine/threonine-protein kinase ULK2,2,2.0,0.0,1,[2]
Q8IXJ6,NAD-dependent protein deacetylase sirtuin-2,5,5.0,0.0,1,[5]
Q8IWV8,E3 ubiquitin-protein ligase UBR2,1,,,1,[1]
Q8IVV7,Glucose-induced degradation protein 4 homolog,2,2.0,0.0,1,[2]
Q8IUH5,Palmitoyltransferase ZDHHC17,1,,,1,[1]
Q8IL97,Histidine triad protein,1,,,1,[1]
Q8IL11,M17 leucyl aminopeptidase,4,4.0,0.0,1,[4]
Q8IKG4,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, apicoplast",11,11.0,0.0,1,[11]
Q8IJK2,Microtubule-associated protein 1 light chain 3,1,,,1,[1]
Q8IJH3,Orotidine 5' monophosphate decarboxylase,3,3.0,0.0,1,[3]
Q8II92,DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE,5,5.0,0.0,1,[5]
Q8II73,Spermidine synthase,1,,,1,[1]
Q8IEW2,Peroxin 14,2,2.0,0.0,1,[2]
Q8IDQ9,Phosphoethanolamine N-methyltransferase,2,2.0,0.0,1,[2]
Q8N5Z0,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",3,3.0,0.0,1,[3]
Q8N6T7,NAD-dependent protein deacetylase sirtuin-6,1,,,1,[1]
Q8N884,Cyclic GMP-AMP synthase,2,2.0,0.0,1,[2]
Q8SDV3,DUTPase,1,,,1,[1]
Q8W453,DIR1 protein,1,,,1,[1]
Q8VZS8,Abscisic acid receptor PYL1,1,,,1,[1]
Q8VHN2,Glutamate [NMDA] receptor subunit 3B,1,,,1,[1]
Q8VGC3,Voltage-dependent L-type calcium channel subunit beta-2,2,2.0,0.0,1,[2]
Q8VDS3,Chromobox protein homolog 7,1,,,1,[1]
Q8VC28,Dihydrodiol dehydrogenase,1,,,1,[1]
Q8TEQ6,Gem-associated protein 5,1,,,1,[1]
Q8TEK3,Histone-lysine N-methyltransferase,11,11.0,0.0,1,[11]
Q8TCU6,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein",1,,,1,[1]
Q8TCD5,"5'(3')-deoxyribonucleotidase, cytosolic type",1,,,1,[1]
Q8T9Z7,Purine nucleoside phosphorylase,1,,,1,[1]
Q8T6T2,Inosine-5'-monophosphate dehydrogenase,1,,,1,[1]
Q8SR45,Methionine aminopeptidase 2,1,,,1,[1]
Q8RPJ2,ChloroPhenol Reduction gene K,1,,,1,[1]
Q8N8S7,Protein enabled homolog,1,,,1,[1]
Q8RPA0,GTPase/ATPase,1,,,1,[1]
Q8RLA6,Beta-lactamase,2,2.0,0.0,1,[2]
